"","pay","algorithm","sdev","n","s","rep"
"458",212.59314628694,2,"5",10,10,22
"459",183.378216158319,3,"5",10,10,22
"460",242.545084080675,1,"10",10,10,22
"461",245.397273937399,2,"10",10,10,22
"462",223.960194447036,3,"10",10,10,22
"463",12,1,"0.05",10,10,23
"464",38,2,"0.05",10,10,23
"465",102,3,"0.05",10,10,23
"466",6,1,"0.1",10,10,23
"467",29,2,"0.1",10,10,23
"468",119,3,"0.1",10,10,23
"469",6.81201169941968,1,"0.5",10,10,23
"470",35.7893879306252,2,"0.5",10,10,23
"471",102.512837888885,3,"0.5",10,10,23
"472",33.0556855857499,1,"1",10,10,23
"473",50.1400215602375,2,"1",10,10,23
"474",114.138531970827,3,"1",10,10,23
"475",38.1787487984096,1,"2",10,10,23
"476",115.776325876242,2,"2",10,10,23
"477",123.824455596465,3,"2",10,10,23
"478",89.4360044808068,1,"5",10,10,23
"479",156.927959085103,2,"5",10,10,23
"480",136.094525249764,3,"5",10,10,23
"481",162.029872863999,1,"10",10,10,23
"482",163.518084928081,2,"10",10,10,23
"483",146.920443643794,3,"10",10,10,23
"484",37,1,"0.05",10,10,24
"485",58,2,"0.05",10,10,24
"486",79,3,"0.05",10,10,24
"487",37,1,"0.1",10,10,24
"488",60,2,"0.1",10,10,24
"489",126,3,"0.1",10,10,24
"490",37.3533528797727,1,"0.5",10,10,24
"491",58.0000000000004,2,"0.5",10,10,24
"492",40.003354626279,3,"0.5",10,10,24
"493",44.2636001520611,1,"1",10,10,24
"494",83.9620916107722,2,"1",10,10,24
"495",35.4634912019795,3,"1",10,10,24
"496",46.4662751461248,1,"2",10,10,24
"497",140.92484033441,2,"2",10,10,24
"498",143.626218346418,3,"2",10,10,24
"499",114.601223154905,1,"5",10,10,24
"500",134.086706502459,2,"5",10,10,24
"501",132.587249721699,3,"5",10,10,24
"502",170.284570606885,1,"10",10,10,24
"503",172.395377221051,2,"10",10,10,24
"504",131.74383396555,3,"10",10,10,24
"505",86,1,"0.05",10,10,25
"506",190,2,"0.05",10,10,25
"507",190,3,"0.05",10,10,25
"508",145,1,"0.1",10,10,25
"509",148,2,"0.1",10,10,25
"510",199,3,"0.1",10,10,25
"511",145.201880739679,1,"0.5",10,10,25
"512",172.00000036552,2,"0.5",10,10,25
"513",172.40600598678,3,"0.5",10,10,25
"514",98.7435010749277,1,"1",10,10,25
"515",149.812545221846,2,"1",10,10,25
"516",196.134048417283,3,"1",10,10,25
"517",166.720706068569,1,"2",10,10,25
"518",190.415187540237,2,"2",10,10,25
"519",196.19648015871,3,"2",10,10,25
"520",161.215424758313,1,"5",10,10,25
"521",244.300638539977,2,"5",10,10,25
"522",267.304597550101,3,"5",10,10,25
"523",219.395784400984,1,"10",10,10,25
"524",290.380217655717,2,"10",10,10,25
"525",214.391276530691,3,"10",10,10,25
"526",13,1,"0.05",10,10,26
"527",51,2,"0.05",10,10,26
"528",164,3,"0.05",10,10,26
"529",13,1,"0.1",10,10,26
"530",52,2,"0.1",10,10,26
"531",164,3,"0.1",10,10,26
"532",18.8999438360265,1,"0.5",10,10,26
"533",52.1332527683956,2,"0.5",10,10,26
"534",102,3,"0.5",10,10,26
"535",13.9520214829475,1,"1",10,10,26
"536",71.7265333786383,2,"1",10,10,26
"537",169.213061319425,3,"1",10,10,26
"538",145.447176206155,1,"2",10,10,26
"539",145.377676089742,2,"2",10,10,26
"540",182.223315350203,3,"2",10,10,26
"541",171.261594056696,1,"5",10,10,26
"542",254.3699773346,2,"5",10,10,26
"543",97.7290825859528,3,"5",10,10,26
"544",293.480968798798,1,"10",10,10,26
"545",295.651398912978,2,"10",10,10,26
"546",222.211867884159,3,"10",10,10,26
"547",53,1,"0.05",10,10,27
"548",53,2,"0.05",10,10,27
"549",110,3,"0.05",10,10,27
"550",54,1,"0.1",10,10,27
"551",53,2,"0.1",10,10,27
"552",111,3,"0.1",10,10,27
"553",53.424748088809,1,"0.5",10,10,27
"554",86.1843502037903,2,"0.5",10,10,27
"555",104.01912136979,3,"0.5",10,10,27
"556",85.1875732899383,1,"1",10,10,27
"557",109.10378377522,2,"1",10,10,27
"558",162.24652471322,3,"1",10,10,27
"559",136.942115811995,1,"2",10,10,27
"560",116.61863221615,2,"2",10,10,27
"561",115.654679534747,3,"2",10,10,27
"562",240.593844737683,1,"5",10,10,27
"563",240.593844737683,2,"5",10,10,27
"564",201.27395553858,3,"5",10,10,27
"565",291.616259149372,1,"10",10,10,27
"566",298.767774610321,2,"10",10,10,27
"567",270.971056584549,3,"10",10,10,27
"568",61,1,"0.05",10,10,28
"569",84,2,"0.05",10,10,28
"570",144,3,"0.05",10,10,28
"571",96,1,"0.1",10,10,28
"572",96,2,"0.1",10,10,28
"573",90,3,"0.1",10,10,28
"574",96.0073826621982,1,"0.5",10,10,28
"575",99.9250883263979,2,"0.5",10,10,28
"576",129.000002263388,3,"0.5",10,10,28
"577",100.849540101205,1,"1",10,10,28
"578",90.6802795932975,2,"1",10,10,28
"579",142.087360263175,3,"1",10,10,28
"580",132.331237413884,1,"2",10,10,28
"581",147.489277597366,2,"2",10,10,28
"582",162.02084650214,3,"2",10,10,28
"583",212.998288507859,1,"5",10,10,28
"584",216.975892512227,2,"5",10,10,28
"585",116.92670218757,3,"5",10,10,28
"586",232.328337311046,1,"10",10,10,28
"587",272.225458591181,2,"10",10,10,28
"588",216.420287412958,3,"10",10,10,28
