"","pay","algorithm","sdev","n","s","rep"
"1",11,1,"0.05",5,5,1
"2",44,2,"0.05",5,5,1
"3",44,3,"0.05",5,5,1
"4",40,4,"0.05",5,5,1
"5",44,5,"0.05",5,5,1
"6",15,1,"0.1",5,5,1
"7",44,2,"0.1",5,5,1
"8",44,3,"0.1",5,5,1
"9",40,4,"0.1",5,5,1
"10",44,5,"0.1",5,5,1
"11",41.3533530455858,1,"0.5",5,5,1
"12",44.0000002132197,2,"0.5",5,5,1
"13",44.0000002132197,3,"0.5",5,5,1
"14",44.0000002132197,4,"0.5",5,5,1
"15",44.0000002132197,5,"0.5",5,5,1
"16",46.2208325486617,1,"1",5,5,1
"17",46.2208325486617,2,"1",5,5,1
"18",46.2208325486617,3,"1",5,5,1
"19",46.2208325486617,4,"1",5,5,1
"20",46.2208325486617,5,"1",5,5,1
"21",53.3701035688628,1,"2",5,5,1
"22",53.3701035688628,2,"2",5,5,1
"23",53.3701035688628,3,"2",5,5,1
"24",53.3701035688628,4,"2",5,5,1
"25",53.3701035688628,5,"2",5,5,1
"26",61.4957696928254,1,"5",5,5,1
"27",61.4957696928254,2,"5",5,5,1
"28",61.4957696928254,3,"5",5,5,1
"29",61.4957696928254,4,"5",5,5,1
"30",61.4957696928254,5,"5",5,5,1
"31",63.3340895375902,1,"10",5,5,1
"32",63.3340895375902,2,"10",5,5,1
"33",63.3340895375902,3,"10",5,5,1
"34",63.3340895375902,4,"10",5,5,1
"35",63.3340895375902,5,"10",5,5,1
"36",15,1,"0.05",5,5,2
"37",15,2,"0.05",5,5,2
"38",19,3,"0.05",5,5,2
"39",19,4,"0.05",5,5,2
"40",19,5,"0.05",5,5,2
"41",14,1,"0.1",5,5,2
"42",15,2,"0.1",5,5,2
"43",19,3,"0.1",5,5,2
"44",19,4,"0.1",5,5,2
"45",19,5,"0.1",5,5,2
"46",14.275031580636,1,"0.5",5,5,2
"47",15.2706705664732,2,"0.5",5,5,2
"48",19.2706705664732,3,"0.5",5,5,2
"49",19.2706705664732,4,"0.5",5,5,2
"50",19.2706705664732,5,"0.5",5,5,2
"51",16.9724200015012,1,"1",5,5,2
"52",16.9724200015012,2,"1",5,5,2
"53",20.2130613194253,3,"1",5,5,2
"54",20.2130613194253,4,"1",5,5,2
"55",20.2130613194253,5,"1",5,5,2
"56",23.6498923814334,1,"2",5,5,2
"57",23.6498923814334,2,"2",5,5,2
"58",23.6498923814334,3,"2",5,5,2
"59",23.6498923814334,4,"2",5,5,2
"60",23.6498923814334,5,"2",5,5,2
"61",28.7302588887997,1,"5",5,5,2
"62",28.7302588887997,2,"5",5,5,2
"63",28.7302588887997,3,"5",5,5,2
"64",28.7302588887997,4,"5",5,5,2
"65",28.7302588887997,5,"5",5,5,2
"66",29.6732037312935,1,"10",5,5,2
"67",29.6732037312935,2,"10",5,5,2
"68",29.6732037312935,3,"10",5,5,2
"69",29.6732037312935,4,"10",5,5,2
"70",29.6732037312935,5,"10",5,5,2
"71",10,1,"0.05",5,5,3
"72",36,2,"0.05",5,5,3
"73",48,3,"0.05",5,5,3
"74",36,4,"0.05",5,5,3
"75",48,5,"0.05",5,5,3
"76",10,1,"0.1",5,5,3
"77",36,2,"0.1",5,5,3
"78",48,3,"0.1",5,5,3
"79",36,4,"0.1",5,5,3
"80",48,5,"0.1",5,5,3
"81",11.4903654287423,1,"0.5",5,5,3
"82",36.0016773131395,2,"0.5",5,5,3
"83",48,3,"0.5",5,5,3
"84",36.0016773131395,4,"0.5",5,5,3
"85",48,5,"0.5",5,5,3
"86",33.4089811108043,1,"1",5,5,3
"87",40.671837256839,2,"1",5,5,3
"88",48.0003354626279,3,"1",5,5,3
"89",40.671837256839,4,"1",5,5,3
"90",48.0003354626279,5,"1",5,5,3
"91",42.372550912801,1,"2",5,5,3
"92",43.8401159585245,2,"2",5,5,3
"93",48.1353352832366,3,"2",5,5,3
"94",43.8401159585245,4,"2",5,5,3
"95",48.1353352832366,5,"2",5,5,3
"96",52.1591471390402,1,"5",5,5,3
"97",52.1591471390402,2,"5",5,5,3
"98",52.1591471390402,3,"5",5,5,3
"99",52.1591471390402,4,"5",5,5,3
"100",52.1591471390402,5,"5",5,5,3
"101",54.2493016838658,1,"10",5,5,3
"102",54.2493016838658,2,"10",5,5,3
"103",54.2493016838658,3,"10",5,5,3
"104",54.2493016838658,4,"10",5,5,3
"105",54.2493016838658,5,"10",5,5,3
"106",26,1,"0.05",5,5,4
"107",26,2,"0.05",5,5,4
"108",42,3,"0.05",5,5,4
"109",42,4,"0.05",5,5,4
"110",42,5,"0.05",5,5,4
"111",26,1,"0.1",5,5,4
"112",26,2,"0.1",5,5,4
"113",42,3,"0.1",5,5,4
"114",30,4,"0.1",5,5,4
"115",42,5,"0.1",5,5,4
"116",28.3006998150224,1,"0.5",5,5,4
"117",28.3006998150224,2,"0.5",5,5,4
"118",42,3,"0.5",5,5,4
"119",28.3006998150224,4,"0.5",5,5,4
"120",42,5,"0.5",5,5,4
"121",36.3110212151148,1,"1",5,5,4
"122",36.3110212151148,2,"1",5,5,4
"123",42,3,"1",5,5,4
"124",36.3110212151148,4,"1",5,5,4
"125",42,5,"1",5,5,4
"126",37.52408253454,1,"2",5,5,4
"127",37.52408253454,2,"2",5,5,4
"128",42,3,"2",5,5,4
"129",37.52408253454,4,"2",5,5,4
"130",42,5,"2",5,5,4
"131",46.3926192533966,1,"5",5,5,4
"132",46.3926192533966,2,"5",5,5,4
"133",46.3926192533966,3,"5",5,5,4
"134",46.3926192533966,4,"5",5,5,4
"135",46.3926192533966,5,"5",5,5,4
"136",48.3161960651509,1,"10",5,5,4
"137",48.3161960651509,2,"10",5,5,4
"138",48.3161960651509,3,"10",5,5,4
"139",48.3161960651509,4,"10",5,5,4
"140",48.3161960651509,5,"10",5,5,4
"141",9,1,"0.05",5,5,5
"142",85,2,"0.05",5,5,5
"143",23,3,"0.05",5,5,5
"144",85,4,"0.05",5,5,5
"145",85,5,"0.05",5,5,5
"146",8,1,"0.1",5,5,5
"147",85,2,"0.1",5,5,5
"148",23,3,"0.1",5,5,5
"149",85,4,"0.1",5,5,5
"150",85,5,"0.1",5,5,5
"151",9.1088483508693,1,"0.5",5,5,5
"152",85.677011878811,2,"0.5",5,5,5
"153",23.6766764161831,3,"0.5",5,5,5
"154",85.677011878811,4,"0.5",5,5,5
"155",85.677011878811,5,"0.5",5,5,5
"156",14.0534105637936,1,"1",5,5,5
"157",88.1679885817998,2,"1",5,5,5
"158",26.0326532985632,3,"1",5,5,5
"159",88.1679885817998,4,"1",5,5,5
"160",88.1679885817998,5,"1",5,5,5
"161",43.9037738466829,1,"2",5,5,5
"162",91.0357468497147,2,"2",5,5,5
"163",52.4107244995159,3,"2",5,5,5
"164",91.0357468497147,4,"2",5,5,5
"165",91.0357468497147,5,"2",5,5,5
